GeneName	Expression	enhancer_count	ATAC_count	H3K27ac_count	H3K4me3_count	RE_count	ATAC_ABC_count	ATAC_CHiCAGO_count	H3K27ac_ABC_count	H3K27ac_CHiCAGO_count	H3K4me3_ABC_count	H3K4me3_CHiCAGO_count	RE_ABC_count	RE_CHiCAGO_count
AP000753.3	0.5													
AP000763.2	4.666666666666667													
AP000769.1	1041.6666666666667													
AP000781.2	37.66666666666666													
AP000787.3	0.5													
AP000797.2	2.833333333333333													
AP000811.1	0.5													
AP000812.4	0.0													
AP000812.5	15.833333333333334													
AP000852.1	0.6666666666666666													
AP000866.3	2.0													
AP000866.4	3.6666666666666665													
AP000867.2	0.0													
AP000870.1	0.0													
AP000873.1	1.6666666666666667													
AP000902.1	59.333333333333336													
AP000907.1	0.8333333333333334													
AP000907.3	1.6666666666666667													
AP000925.1	8.166666666666666													
AP000936.3	32.833333333333336													
AP000942.1	5.0													
AP001024.1	3.1666666666666665													
AP001052.1	0.8333333333333334													
AP001086.1	2.0													
AP001258.1	0.0	4.0	1.0	0.0	0.0	1.0								
AP001267.5	172.0													
AP001324.1	4.5													
AP001372.4	0.1666666666666666													
AP001458.2	0.5													
AP001486.1	2.1666666666666665													
AP001496.3	51.0													
AP001582.1	1.6666666666666667													
AP001646.1	3.0													
AP001767.1	0.0													
AP001767.2	0.0													
AP001775.1	0.5													
AP001781.2	47.16666666666666													
AP001885.1	13.833333333333334													
AP001931.1	39.833333333333336													
AP001979.1	2.5													
AP001992.1	30.83333333333333													
AP001994.1	1.0													
AP002001.1	1.8333333333333333													
AP002365.1	0.1666666666666666													
AP002373.1	2.5													
AP002373.2	0.1666666666666666													
AP002381.1	11.833333333333334													
AP002383.3	4.666666666666667													
AP002383.5	0.0													
AP002387.1	80.66666666666667													
AP002414.2	0.0													
AP002453.1	0.3333333333333333													
AP002490.2	7.0													
AP002495.1	160.83333333333334													
AP002512.3	5.5													
AP002748.5	280.8333333333333													
AP002770.2	5.666666666666667													
AP002784.2	1.5													
AP002812.1	24.666666666666668													
AP002812.4	1.5													
AP002884.2	1.8333333333333333													
AP002981.1	94.33333333333331													
AP002990.1	134.16666666666666													
AP003038.1	1.1666666666666667													
AP003041.1	15.666666666666666													
AP003071.5	51.833333333333336													
AP003072.2	1.1666666666666667													
AP003084.1	59.833333333333336													
AP003108.2	2178.6666666666665													
AP003168.1	1.3333333333333333													
AP003170.1	5.833333333333333													
AP003170.5	2.5													
AP003392.2	0.1666666666666666													
AP003396.2	0.1666666666666666													
AP003419.1	92.5													
AP003467.2	0.8333333333333334													
AP003717.2	19.5													
AP003717.3	104.83333333333331													
AP003733.1	1.8333333333333333													
AP004289.1	1.3333333333333333													
AP004289.2	0.1666666666666666													
AP004290.1	0.0													
AP004607.7	1.6666666666666667													
AP005018.2	8.0													
AP005061.2	15.0													
AP005119.2	3.333333333333333													
AP005264.5	13.833333333333334													
AP005431.2	3.1666666666666665													
AP005901.1	38.16666666666666													
AP005901.3	7.666666666666667													
AP006193.1	0.6666666666666666													
AP006222.1	249.0													
AP006285.2	204.66666666666663													
AP006289.1	0.6666666666666666													
AP006333.1	1.0													
AP1AR	283.6666666666667	32.0	9.0	9.0	4.0	17.0	4.0	5.0	4.0	5.0	0.0	4.0	8.0	9.0
AP1B1	483.8333333333333	1.0	0.0	0.0	0.0	0.0								
AP1B1P1	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AP1G1	1094.1666666666667	34.0	24.0	12.0	10.0	27.0	2.0	22.0	0.0	12.0	1.0	9.0	2.0	25.0
AP1G2	5732.5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP1M1	3769.8333333333335	4.0	4.0	1.0	1.0	5.0	4.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0
AP1M2	32.833333333333336	9.0	6.0	0.0	0.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0
AP1S1	356.5	4.0	6.0	1.0	1.0	5.0	6.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0
AP1S2	652.5	3.0	2.0	0.0	0.0	2.0								
AP1S3	148.66666666666666	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP2A1	426.3333333333333	1.0	3.0	2.0	2.0	3.0								
AP2A2	235.33333333333331	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP2B1	1824.8333333333333	48.0	32.0	13.0	14.0	37.0	5.0	27.0	2.0	11.0	2.0	12.0	6.0	31.0
AP2M1	8050.0	11.0	7.0	1.0	5.0	7.0	0.0	7.0	0.0	1.0	0.0	5.0	0.0	7.0
AP2S1	820.1666666666666	3.0	5.0	0.0	2.0	5.0	5.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0
AP3B1	997.3333333333334	3.0	3.0	1.0	2.0	1.0								
AP3B2	250.0													
AP3D1	732.3333333333334	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AP3M1	2379.833333333333													
AP3M2	659.6666666666666	23.0	14.0	4.0	8.0	16.0	2.0	12.0	2.0	2.0	1.0	7.0	3.0	13.0
AP3S1	648.6666666666666													
AP3S2	665.3333333333334													
AP4B1	1544.5	23.0	9.0	10.0	4.0	17.0								
AP4E1	330.1666666666667													
AP4M1	302.6666666666667													
AP4S1	931.8333333333334													
AP5B1	83.0													
AP5M1	1503.3333333333333													
AP5S1	1152.6666666666667	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
AP5Z1	87.16666666666667	1.0	0.0	0.0	0.0	0.0								
APAF1	349.5	3.0	4.0	1.0	1.0	3.0	2.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0
APBA1	168.33333333333334													
APBA2	48.0	12.0	6.0	0.0	0.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	4.0	2.0
APBA3	360.0	3.0	6.0	2.0	0.0	8.0	6.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0
APBB1	644.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
APBB1IP	1570.6666666666667	2.0	4.0	3.0	0.0	4.0	4.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0
APBB2	48.0	5.0	2.0	2.0	1.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0
APBB3	156.5													
APC	1161.5	11.0	8.0	2.0	3.0	8.0								
APC2	11.833333333333334	2.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
APCDD1	15.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APCDD1L	0.3333333333333333													
APEH	1445.1666666666667	2.0	3.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
APELA	27.166666666666668													
APEX1	4306.5	2.0	5.0	2.0	2.0	7.0								
APEX2	1602.6666666666667	6.0	6.0	0.0	0.0	6.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	3.0
APH1A	1731.1666666666667	10.0	10.0	3.0	4.0	13.0	4.0	6.0	0.0	3.0	1.0	3.0	4.0	9.0
APH1B	495.6666666666667													
API5	2603.1666666666665	7.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
APIP	1072.3333333333333													
APLF	49.5													
APLN	1.6666666666666667	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
APLP1	43.833333333333336	3.0	3.0	0.0	2.0	3.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	1.0
APLP2	1102.8333333333333													
APMAP	1942.0	6.0	5.0	1.0	1.0	5.0	4.0	1.0	0.0	1.0	0.0	1.0	4.0	1.0
APOA1	11.333333333333334	3.0	4.0	8.0	0.0	8.0	4.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0
APOA2	10.833333333333334	17.0	13.0	7.0	4.0	13.0	11.0	2.0	6.0	1.0	3.0	1.0	12.0	1.0
APOB	5.666666666666667	1.0	0.0	0.0	0.0	0.0								
APOBEC2	84.16666666666667	1.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
APOBEC3A	132.5													
APOBEC3B	43.16666666666666	11.0	9.0	1.0	0.0	10.0	9.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0
APOBEC3C	12558.833333333334													
APOBEC3D	1810.5	1.0	0.0	0.0	0.0	0.0								
APOBEC3F	801.0	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
APOBEC3G	4102.666666666667	5.0	7.0	2.0	0.0	8.0	7.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0
APOBEC3H	262.1666666666667	6.0	4.0	2.0	0.0	5.0	2.0	2.0	2.0	0.0	0.0	0.0	3.0	2.0
APOBEC4	0.0	4.0	2.0	0.0	0.0	2.0								
APOBR	875.5													
APOC1	27.33333333333333													
APOC1P1	31.166666666666668													
APOC2	150.33333333333334													
APOC4	2.333333333333333													
APOC4-APOC2	477.6666666666667													
APOD	4.666666666666667	5.0	4.0	1.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
APOE	125.0	5.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
APOF	18.0													
APOH	7.666666666666667	14.0	9.0	5.0	1.0	12.0	0.0	9.0	0.0	5.0	0.0	1.0	0.0	12.0
APOL1	1110.6666666666667	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
APOL2	2752.333333333333	14.0	13.0	12.0	4.0	24.0	11.0	2.0	11.0	1.0	3.0	1.0	22.0	2.0
APOL3	1954.5	2.0	3.0	4.0	1.0	7.0	3.0	0.0	4.0	0.0	1.0	0.0	7.0	0.0
APOL4	1677.3333333333333	5.0	4.0	3.0	1.0	7.0	4.0	0.0	3.0	0.0	1.0	0.0	7.0	0.0
APOL6	2898.6666666666665	6.0	11.0	4.0	1.0	11.0	11.0	0.0	4.0	0.0	1.0	0.0	11.0	0.0
APOLD1	295.3333333333333	7.0	16.0	6.0	5.0	16.0	8.0	8.0	0.0	6.0	2.0	3.0	8.0	8.0
APOM	65.83333333333333	2.0	3.0	0.0	2.0	3.0								
APOO	289.3333333333333													
APOOL	1799.8333333333333	1.0	0.0	0.0	0.0	0.0								
APP	405.0													
APPBP2	871.6666666666666													
APPL1	1190.8333333333333	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
APPL2	527.5													
APRT	5447.166666666667													
APTX	847.5	20.0	13.0	6.0	8.0	16.0	7.0	6.0	1.0	5.0	2.0	6.0	7.0	9.0
AQP1	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQP10	0.6666666666666666													
AQP11	49.5													
AQP3	2750.1666666666665													
AQP6	22.666666666666668	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
AQP7	30.83333333333333	1.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
AQP7P1	4.166666666666667	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AQP8	7.5	3.0	4.0	2.0	1.0	2.0	4.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0
AQR	1340.6666666666667													
AR	6.666666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARAF	3645.5	3.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
ARAP1	756.1666666666666	14.0	17.0	3.0	2.0	19.0	13.0	4.0	3.0	0.0	1.0	1.0	15.0	4.0
ARAP2	706.1666666666666	90.0	33.0	8.0	0.0	33.0	32.0	1.0	8.0	0.0	0.0	0.0	32.0	1.0
ARAP3	33.666666666666664	3.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARC	1.6666666666666667	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARCN1	2513.5													
AREG	3277.0	11.0	7.0	1.0	1.0	8.0								
AREL1	609.0													
ARF1	7114.166666666667													
ARF1P2	0.6666666666666666													
ARF3	1268.3333333333333	11.0	13.0	2.0	2.0	14.0	2.0	11.0	0.0	2.0	1.0	1.0	2.0	12.0
ARF4	3191.0	13.0	20.0	2.0	6.0	16.0	8.0	12.0	0.0	2.0	4.0	2.0	8.0	8.0
ARF5	782.1666666666666	2.0	1.0	1.0	1.0	2.0								
ARF6	10561.5	6.0	29.0	14.0	7.0	41.0	29.0	0.0	14.0	0.0	7.0	0.0	41.0	0.0
ARFGAP1	121.83333333333331													
ARFGAP2	4986.833333333333													
ARFGAP3	1998.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARFGEF1	878.6666666666666	3.0	3.0	0.0	2.0	3.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0	1.0
ARFGEF2	1200.6666666666667													
ARFGEF3	32.333333333333336	1.0	2.0	0.0	0.0	2.0								
ARFIP1	847.1666666666666	1.0	1.0	2.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0
ARFIP2	444.5	1.0	2.0	2.0	1.0	4.0								
ARFRP1	457.0													
ARG1	20.166666666666668	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARG2	102.66666666666669													
ARGFX	1.8333333333333333													
ARGFXP1	9.5													
ARGFXP2	23.666666666666668	1.0	2.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
ARGLU1	2121.833333333333	11.0	5.0	2.0	1.0	7.0	2.0	3.0	0.0	2.0	0.0	1.0	2.0	5.0
ARHGAP1	4016.3333333333335													
ARHGAP10	646.6666666666666	22.0	10.0	7.0	3.0	14.0	7.0	3.0	5.0	2.0	2.0	1.0	11.0	3.0
ARHGAP11A	80.16666666666667													
ARHGAP11B	61.66666666666666													
ARHGAP12	294.1666666666667													
ARHGAP15	8202.166666666666	32.0	15.0	10.0	1.0	23.0	15.0	0.0	8.0	2.0	1.0	0.0	21.0	2.0
ARHGAP17	397.0	2.0	5.0	0.0	1.0	5.0	5.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0
ARHGAP18	861.8333333333334	18.0	18.0	5.0	0.0	22.0	18.0	0.0	5.0	0.0	0.0	0.0	22.0	0.0
ARHGAP19	304.5													
ARHGAP19-SLIT1	117.66666666666669													
ARHGAP20	15.333333333333334													
ARHGAP21	159.33333333333334	19.0	8.0	2.0	1.0	9.0								
ARHGAP22	142.83333333333334	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ARHGAP23	33.666666666666664													
ARHGAP24	348.1666666666667	5.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARHGAP25	1972.6666666666667	43.0	18.0	6.0	3.0	23.0	0.0	18.0	0.0	6.0	0.0	3.0	0.0	23.0
ARHGAP26	925.8333333333334	2.0	3.0	2.0	0.0	3.0								
ARHGAP27	511.3333333333333	3.0	3.0	2.0	1.0	4.0	2.0	1.0	2.0	0.0	1.0	0.0	3.0	1.0
ARHGAP28	101.16666666666669													
ARHGAP29	160.83333333333334	3.0	6.0	1.0	0.0	5.0	6.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0
ARHGAP30	1836.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP31	681.6666666666666	4.0	4.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
ARHGAP32	510.1666666666667													
ARHGAP33	13.333333333333334	1.0	2.0	2.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0
ARHGAP35	938.6666666666666	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ARHGAP39	0.8333333333333334													
ARHGAP4	284.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP42	2.333333333333333	4.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
ARHGAP42P4	38.16666666666666													
ARHGAP42P5	67.83333333333333													
ARHGAP44	177.66666666666666													
ARHGAP45	375.8333333333333													
ARHGAP5	1328.6666666666667	42.0	24.0	0.0	5.0	24.0	11.0	13.0	0.0	0.0	3.0	2.0	11.0	13.0
ARHGAP6	58.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP8	110.66666666666669	2.0	4.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
ARHGAP9	2266.833333333333	7.0	4.0	0.0	2.0	4.0	0.0	4.0	0.0	0.0	1.0	1.0	0.0	4.0
ARHGDIA	1495.5	1.0	0.0	1.0	1.0	1.0								
ARHGDIB	32788.0	56.0	42.0	32.0	13.0	51.0	14.0	28.0	12.0	20.0	1.0	12.0	21.0	30.0
ARHGEF1	478.3333333333333	8.0	6.0	0.0	1.0	6.0	3.0	3.0	0.0	0.0	1.0	0.0	3.0	3.0
ARHGEF10	65.0	7.0	11.0	0.0	2.0	11.0	11.0	0.0	0.0	0.0	2.0	0.0	11.0	0.0
ARHGEF11	1.3333333333333333	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARHGEF12	1211.1666666666667	3.0	3.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
ARHGEF15	27.0	2.0	3.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0
ARHGEF17	4.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARHGEF18	80.66666666666667													
ARHGEF19	376.5	3.0	16.0	1.0	3.0	14.0	16.0	0.0	1.0	0.0	3.0	0.0	14.0	0.0
ARHGEF2	245.0	2.0	2.0	0.0	0.0	2.0								
ARHGEF25	32.833333333333336													
ARHGEF26	29.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ARHGEF28	19.0													
ARHGEF3	3130.5	20.0	11.0	8.0	3.0	18.0	6.0	5.0	1.0	7.0	0.0	3.0	7.0	11.0
ARHGEF33	12.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARHGEF34P	1.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF35	6.166666666666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF37	119.0	22.0	12.0	0.0	3.0	12.0	0.0	12.0	0.0	0.0	0.0	3.0	0.0	12.0
ARHGEF38	55.16666666666666	1.0	0.0	0.0	0.0	0.0								
ARHGEF39	582.8333333333334													
ARHGEF4	69.83333333333333	3.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ARHGEF40	431.5	2.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
ARHGEF5	0.3333333333333333													
ARHGEF6	2279.833333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGEF7	979.3333333333334	14.0	12.0	17.0	1.0	17.0	5.0	7.0	7.0	10.0	0.0	1.0	7.0	10.0
ARHGEF9	1970.0	8.0	7.0	0.0	0.0	7.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	5.0
ARID1A	3018.333333333333	55.0	50.0	24.0	17.0	49.0	7.0	43.0	5.0	19.0	2.0	15.0	7.0	42.0
ARID1B	2907.1666666666665	17.0	11.0	10.0	8.0	19.0	1.0	10.0	7.0	3.0	1.0	7.0	6.0	13.0
ARID2	2779.0													
ARID3A	268.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARID3B	430.1666666666667	6.0	13.0	2.0	4.0	14.0	12.0	1.0	1.0	1.0	3.0	1.0	13.0	1.0
ARID3BP1	0.0													
ARID4A	3172.833333333333	84.0	40.0	14.0	18.0	44.0	36.0	4.0	8.0	6.0	4.0	14.0	36.0	8.0
ARID4B	3939.0													
ARID5A	438.6666666666667													
ARID5B	2163.0	23.0	16.0	10.0	3.0	23.0	8.0	8.0	4.0	6.0	0.0	3.0	12.0	11.0
ARIH1	1002.5													
ARIH2	2431.6666666666665													
ARIH2OS	427.6666666666667													
ARL1	947.0	1.0	0.0	0.0	1.0	0.0								
ARL10	577.1666666666666	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
ARL11	807.1666666666666	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARL13A	0.3333333333333333													
ARL13B	391.0	2.0	3.0	0.0	1.0	3.0								
ARL14EP	2932.1666666666665	9.0	6.0	2.0	0.0	8.0	3.0	3.0	1.0	1.0	0.0	0.0	4.0	4.0
ARL14EPP1	6.0													
ARL15	168.66666666666666													
ARL16	769.5													
ARL17A	1162.6666666666667													
ARL17B	1166.5													
ARL2	1158.1666666666667	12.0	16.0	0.0	2.0	16.0	8.0	8.0	0.0	0.0	0.0	2.0	8.0	8.0
ARL2-SNX15	154.16666666666666													
ARL2BP	1017.8333333333334	3.0	10.0	0.0	1.0	10.0	10.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0
ARL3	907.8333333333334													
ARL4A	1496.1666666666667													
ARL4AP1	0.0													
ARL4AP4	1.3333333333333333													
ARL4AP5	1.5													
ARL4C	1147.3333333333333	7.0	4.0	1.0	0.0	5.0	1.0	3.0	0.0	1.0	0.0	0.0	1.0	4.0
ARL4D	29.666666666666668	7.0	15.0	6.0	2.0	12.0	7.0	8.0	4.0	2.0	0.0	2.0	8.0	4.0
ARL5A	328.0	1.0	0.0	0.0	0.0	0.0								
ARL5B	146.33333333333334													
ARL5C	21.83333333333333	2.0	8.0	0.0	2.0	8.0	8.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0
ARL6	131.66666666666666	23.0	10.0	0.0	0.0	10.0	4.0	6.0	0.0	0.0	0.0	0.0	4.0	6.0
ARL6IP1	4018.6666666666665													
ARL6IP4	274.3333333333333													
ARL6IP5	14231.166666666666	30.0	2.0	12.0	1.0	14.0	2.0	0.0	11.0	1.0	0.0	1.0	13.0	1.0
ARL6IP6	249.33333333333331													
ARL8A	63.833333333333336													
ARL8B	801.6666666666666													
ARL9	47.0													
ARMC1	1248.6666666666667	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
ARMC10	372.3333333333333	6.0	0.0	0.0	0.0	0.0								
ARMC12	4.0	14.0	32.0	12.0	8.0	24.0	32.0	0.0	12.0	0.0	8.0	0.0	24.0	0.0
ARMC2	126.66666666666669	5.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
ARMC3	0.3333333333333333													
ARMC4	2.1666666666666665	2.0	0.0	0.0	0.0	0.0								
ARMC5	76.66666666666667	20.0	20.0	7.0	12.0	26.0	8.0	12.0	4.0	3.0	1.0	11.0	12.0	14.0
ARMC6	179.66666666666666	2.0	1.0	0.0	0.0	1.0								
ARMC7	454.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
ARMC8	2955.0	13.0	4.0	4.0	5.0	8.0								
ARMC9	1390.1666666666667	1.0	0.0	0.0	0.0	0.0								
ARMCX1	99.33333333333331	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ARMCX2	211.66666666666663	3.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
ARMCX3	1456.8333333333333	8.0	7.0	0.0	0.0	7.0	5.0	2.0	0.0	0.0	0.0	0.0	5.0	2.0
ARMCX4	308.3333333333333	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMCX5	882.6666666666666	6.0	15.0	0.0	0.0	15.0	6.0	9.0	0.0	0.0	0.0	0.0	6.0	9.0
ARMCX6	1091.6666666666667	6.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARMCX7P	168.33333333333334													
ARMH1	68.0													
ARMH2	4.5													
ARMH3	670.5													
ARMH4	180.66666666666663													
ARMT1	948.1666666666666													
ARNT	1567.8333333333333													
ARNT2	121.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARNTL	807.0													
ARNTL2	133.0													
ARPC1A	466.3333333333333													
ARPC1B	5870.833333333333	2.0	3.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0
ARPC2	8949.0													
ARPC3	8038.333333333333	1.0	1.0	0.0	0.0	1.0								
ARPC3P1	1.6666666666666667													
ARPC4	5755.666666666667	6.0	8.0	8.0	0.0	8.0	8.0	0.0	8.0	0.0	0.0	0.0	8.0	0.0
ARPC4-TTLL3	31.33333333333333													
ARPC5	7998.166666666667													
ARPC5L	174.33333333333334													
ARPIN	221.66666666666663													
ARPIN-AP3S2	680.8333333333334													
ARPP19	3129.0	36.0	17.0	3.0	1.0	19.0	8.0	9.0	2.0	1.0	0.0	1.0	9.0	10.0
ARR3	4.333333333333333	3.0	6.0	0.0	0.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
ARRB1	956.0	10.0	15.0	9.0	0.0	24.0	15.0	0.0	9.0	0.0	0.0	0.0	24.0	0.0
ARRB2	1331.8333333333333	6.0	9.0	0.0	1.0	9.0	5.0	4.0	0.0	0.0	0.0	1.0	5.0	4.0
ARRDC1	122.0													
ARRDC2	742.8333333333334	2.0	5.0	3.0	1.0	7.0	5.0	0.0	3.0	0.0	1.0	0.0	7.0	0.0
ARRDC3	3175.1666666666665	19.0	18.0	1.0	1.0	19.0	18.0	0.0	1.0	0.0	1.0	0.0	19.0	0.0
ARRDC4	39.833333333333336													
ARRDC5	276.3333333333333													
ARSA	109.5	2.0	10.0	0.0	2.0	10.0	10.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0
ARSB	145.5	6.0	14.0	4.0	4.0	16.0								
ARSD	343.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARSF	8.0	3.0	5.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
ARSG	717.0	14.0	18.0	9.0	1.0	23.0	18.0	0.0	7.0	2.0	1.0	0.0	21.0	2.0
ARSJ	505.8333333333333	1.0	6.0	2.0	0.0	6.0	6.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0
ARSK	343.8333333333333													
ARSL	2.833333333333333													
