disease	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE	CD4_1M_50K_5kb_within_newbmap_CHiCAGO_peakm_PIR_intersect_RE	CD4_1M_50K_merged_reweighting_peakmatrix_score5_PIR_intersect_RE	ILC3_merged_bin5K_score5_PIR_intersect_RE	ILC_5kb_within_newbmap_CHiCAGO_ABC_peakm_PIR_intersect_RE
Epithelial ovarian cancer	0.25828774420121403	0.3551924196119424	0.28538327204659963	0.13231183344486544	0.2031227503419761
Erosive tooth wear  severe vs non severe	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Esophageal adenocarcinoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Essential tremor	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Estimated glomerular filtration rate	0.0823859052628076	0.02365477503397372	0.28538327204659963	0.061904704285135566	0.055094523994832105
Ewing sarcoma	0.16201522243753047	0.20388645158296548	0.28538327204659963	0.5181518455277185	0.41849149846795475
Experiencing mood swings	0.004101677544909431	0.05345073354312783	0.28538327204659963	0.045925574366794245	0.021387910131269266
Extremely high intelligence	0.03534478859012574	0.06783353062297678	0.28538327204659963	0.21807557628687838	0.15358208467785547
Eye color	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Eye color  brightness	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Eye color  saturation	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
FEV1	0.008393958394951537	0.031249449335745198	0.28538327204659963	0.13100253648680196	0.12166416089765161
Factor VII activity	0.06969876989042693	0.10167517914220366	0.28538327204659963	0.21807557628687838	0.16108740401472085
Factor VII activity or levels	0.08088098946947131	0.10378045008141247	0.28538327204659963	0.21807557628687838	0.18198531671967164
Factor VIII levels	0.14895058567535274	0.1804332961296298	0.28538327204659963	0.16085420013903354	0.12974094060449967
Family history of Alzheimer s disease	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Fasting blood glucose	0.07967476469702871	0.10426761552559442	0.28538327204659963	0.21807557628687838	0.1911095886142378
Fasting blood glucose  BMI interaction	0.0823859052628076	0.10965738351588222	0.28538327204659963	0.21807557628687838	0.2031227503419761
Fasting blood insulin  BMI interaction	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Fasting plasma glucose	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Fat free mass	0.08255924355302695	0.04877256945246841	0.21127226554901574	0.08739627707924454	0.032046973520789133
Febrile seizures	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Feeling fed up	0.07168111987306533	0.1345785241472398	0.28538327204659963	0.08181324205180213	0.04225313725809045
Feeling guilty	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.10910243175381035	0.06762157618389049
Feeling hurt	0.09334945408812097	0.07087633425537994	0.28538327204659963	0.21807557628687838	0.13914298464322636
Feeling lonely	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Feeling miserable	0.05641623027063076	0.04877256945246841	0.28538327204659963	0.018547983871689423	0.0071426117372186595
Feeling nervous	0.014199314784231585	0.03628529502938833	0.28538327204659963	0.21807557628687838	0.2031227503419761
Feeling tense	0.0500503256995599	0.03624057929056514	0.28538327204659963	0.21807557628687838	0.16119342464733585
Feeling worry	0.08088098946947131	0.06586611828971159	0.28538327204659963	0.21807557628687838	0.2031227503419761
Femoral neck bone mineral density	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.8402997067510368	0.9251040499367623
Fibrinogen	0.4670208394588821	0.38687587968402687	0.28538327204659963	2.199028994681059	1.6202989014165567
Fibrinogen levels	0.3259842362179522	0.1804332961296298	0.28538327204659963	0.7841119478378115	0.42329305173729526
Folate pathway vitamin levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Follicular lymphoma	1.0836825885524621	1.3221501515813443	0.8414911669710016	0.8629913631063962	0.6417871859403212
Fractional exhaled nitric oxide  childhood	0.16201522243753047	0.182501514087534	0.28538327204659963	0.42277515758151896	0.4091142075045817
Fractures	0.05413880079601312	0.08214291747592715	0.28538327204659963	0.21807557628687838	0.2031227503419761
Free thyroxine concentration	0.0500503256995599	0.08046087586536922	0.28538327204659963	0.20351817521507298	0.1390815533098967
Frontal fibrosing alopecia	0.3281098864170919	0.46060282574390654	0.28538327204659963	0.21807557628687838	0.2031227503419761
GIP levels in response to oral glucose tolerance test  120 minutes	0.8197050061438441	0.7356492668812044	0.28538327204659963	0.21807557628687838	0.2031227503419761
Gallstone disease	0.16201522243753047	0.10167517914220366	0.28538327204659963	0.21807557628687838	0.4305414248713304
General cognitive ability	0.008817364380756	0.04361095370476746	0.27340429681203565	0.21807557628687838	0.2031227503419761
General factor of neuroticism	4.34294699063126e-07	0.04003008708691315	0.28538327204659963	0.031645851091211825	0.01414946313071537
General risk tolerance  MTAG	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	0.06569580877881695	0.027895618817446788
Generalized epilepsy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Gestational age at birth  maternal effect	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glaucoma	0.11930510520691971	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glaucoma  primary angle closure	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glaucoma  primary open angle	0.030650600726761137	0.06783353062297678	0.28538327204659963	0.043547808477369665	0.02616701515988624
Glioblastoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glioma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glioma  high grade	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Global electrical heterogeneity phenotypes	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glomerular filtration rate	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glomerular filtration rate  creatinine	0.14791625749687454	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glomerular filtration rate in non diabetics  creatinine	0.0823859052628076	0.13398091700658035	0.28538327204659963	0.08048746423821351	0.04588254674398129
Glycated hemoglobin levels	0.16201522243753047	0.10641168866322806	0.6244513800911904	0.21807557628687838	0.2031227503419761
Glycemic traits  pregnancy	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glycerophospholipid levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Glycine levels	0.18048301318758575	0.30281790907682987	0.28538327204659963	0.21807557628687838	0.2031227503419761
Granulocyte count	0.2159607741497301	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.2031227503419761
Granulocyte percentage of myeloid white cells	3.2619992944165426	1.3880620153677248	0.28538327204659963	0.9415129019033757	1.7290926350954952
Growth regulated protein alpha levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Gut microbiota  bacterial taxa	0.014199314784231585	0.0414748590623107	0.28538327204659963	0.052457526666878675	0.027895618817446788
Gut microbiota  beta diversity	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Gut microbiota  functional units	0.16201522243753047	0.1250620161502932	0.28538327204659963	0.21807557628687838	0.2031227503419761
HDL Cholesterol   Triglycerides  HDLC TG	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
HDL cholesterol	0.04132310025395797	0.035071953540979015	0.11163115680793928	0.3581492762947119	0.2031227503419761
HDL cholesterol levels	0.0823859052628076	0.10167517914220366	0.28538327204659963	0.21807557628687838	0.195836581222512
HDL cholesterol x physical activity interaction  2df test	0.16201522243753047	0.10727104357179748	0.28538327204659963	0.1896947719727657	0.10763451146580535
HIV 1 control	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hair color	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.1286335377808994
Hair shape	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hand grip strength	0.16201522243753047	0.1804332961296298	0.13787071139716298	0.08048746423821351	0.10288272957101217
Headache	0.16201522243753047	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.30260028676306044
Heart rate	0.08819692595678734	0.0496221301562843	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate increase in response to exercise	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to exercise	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise  10 sec	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise  20 sec	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise  30 sec	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise  40 sec	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate response to recovery post exercise  50 sec	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate variability traits  RMSSD	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate variability traits  SDNN	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heart rate variability traits  pvRSA HF	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hedonic well being	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Heel bone mineral density	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Height	1.4499940161927438	0.8643407671267573	0.28538327204659963	0.21134902102581837	0.22228921008082694
Hematocrit	1.5475317982998233	1.0463359547076352	0.27531336166187315	0.8489342623417003	0.44085218920587976
Hematological parameters	9.532831447202316	3.4532011495652983	5.27230209176654	2.8951219214254142	2.8730640259119573
Hematology traits	0.21940945132552747	0.3551924196119424	0.28538327204659963	0.7648533745825637	0.5767061846687147
Hemoglobin	0.2159607741497301	0.2775665409684437	7.4905318137437655	0.7503704379285777	0.6108336701943854
Hemoglobin concentration	3.240886002470866	1.3221501515813443	0.28538327204659963	2.410720707947053	1.214970250120196
Hemoglobin levels	0.3281098864170919	0.1804332961296298	0.28538327204659963	1.0409167744169454	0.9251040499367623
High IL 1beta levels in gingival crevicular fluid	1.7792859269502355	2.2517519320545496	0.28538327204659963	0.21807557628687838	0.2031227503419761
High density lipoprotein cholesterol levels	0.2952438239495254	0.19686232281350227	0.4477883841163689	0.15692237734606723	0.07719264180256295
High grade serous ovarian cancer	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.1516649368794492	0.2031227503419761
High light scatter reticulocyte count	0.5499797466178589	0.1804332961296298	0.5730534052099626	0.24033541356491245	0.7402420852923703
High light scatter reticulocyte percentage of red cells	1.2970307655811328	0.2439454677275732	0.7941139803643948	0.5057210506099027	1.597960688309421
Highest math class taken	4.34294699063126e-07	0.005846609321959641	0.08552937684982435	0.10415966314739815	0.03198052365947147
Highest math class taken  MTAG	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	3.5613607693949916e-05	4.34294699063126e-07
Hip circumference	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.05070211971317371	0.021235414588549446
Hip circumference adjusted for BMI	0.16201522243753047	0.1804332961296298	0.20209459903700364	0.12302742635449664	0.055094523994832105
Hip minimal joint space width	0.16201522243753047	0.18670810719673817	0.28538327204659963	0.4080170460947962	0.3103318812533561
Hip shape  DXA scan	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hippocampal subfield CA4 volume	0.29523808405211005	0.38687587968402687	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hippocampal tail volume	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hippocampal tail volume  corrected for total hippocampal volume	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hippocampal volume	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hirschsprung disease	0.18695983607060143	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hodgkin s lymphoma	0.16201522243753047	0.1804332961296298	0.28538327204659963	1.7485200054026262	1.207681902979376
Homeostasis model assessment of beta cell function	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Homocysteine levels	0.6249003552771264	0.38687587968402687	0.611111629180434	0.2508019865512029	0.2031227503419761
Hypertension	0.12649783706810241	0.17869052571445368	2.0918010126347752	0.5675690263857316	0.4155523258206415
Hyperthyroidism	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hypospadias	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Hypothyroidism	0.08255924355302695	0.12383390595915687	0.28538327204659963	0.21807557628687838	0.2031227503419761
Idiopathic pulmonary fibrosis	0.2551565262706724	0.34486674125097816	0.28538327204659963	0.5123023935636268	0.5114177673274503
IgA nephropathy	0.3619969856794463	0.476069255778163	3.3023960436457562	2.927255854334065	2.8177453580830814
IgE levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
IgG N glycosylation phenotypes  multivariate analysis	2.029490073083634	0.1804332961296298	0.28538327204659963	0.2503361563190118	1.36471908494483
IgG digalactosylation phenotypes  multivariate analysis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.7503704379285777	3.6410428116608413
IgG fucosylation phenotypes  multivariate analysis	0.65746608864477	0.1804332961296298	0.28538327204659963	0.21807557628687838	1.2849121979863434
IgG galactosylation phenotypes  multivariate analysis	0.16201522243753047	0.1804332961296298	0.28538327204659963	2.14040715402469	4.608937326595661
IgG glycosylation	0.8858949433919467	0.1804332961296298	0.28538327204659963	1.1176532374636834	4.481057780637071
IgG glycosylation patterns	0.16201522243753047	0.1804332961296298	0.28538327204659963	5.150716296480518	4.237458534449719
IgG sialylation phenotypes  multivariate analysis	0.16201522243753047	0.1804332961296298	0.28538327204659963	2.8616896899025983	5.416395576981939
Immature fraction of reticulocytes	1.2991804287721267	0.2571936178746054	0.28220575818614024	0.4507199516656703	0.6328320546888553
Immune reponse to smallpox  secreted IFN alpha	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Immune reponse to smallpox  secreted IL 1beta	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Immune reponse to smallpox  secreted IL 2	0.19012804264907313	0.1804332961296298	1.0525013771164637	0.21807557628687838	0.2031227503419761
Immune response to smallpox vaccine  IL 6	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Incident atrial fibrillation	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Infant length	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Infantile hypertrophic pyloric stenosis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Inflammatory biomarkers	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Inflammatory bowel disease	6.624591558885972	3.4855312237334948	0.15010533364296785	1.5714060095517595	1.6058905382532815
Inflammatory skin disease	0.15430266929416073	0.10167517914220366	0.28538327204659963	0.12575414397299972	0.0806675048879427
Influenza A  H1N1  infection	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Initial pursuit acceleration in psychotic disorders	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.9038410073569006	0.9561487062418659
Insomnia	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Insomnia symptoms  never rarely vs  sometimes usually	0.09140680413726876	0.14384233007732475	0.28538327204659963	0.14090656691266787	0.10624651106042546
Insomnia symptoms  never rarely vs  usually	0.03512192671973637	0.07988913862855007	0.28538327204659963	0.12758550135197738	0.07719264180256295
Intelligence	4.34294699063126e-07	0.0016106411277542266	0.28538327204659963	0.026135803839434143	0.006805301831032576
Intelligence  MTAG	0.014199314784231585	0.10167517914220366	0.28538327204659963	0.21807557628687838	0.2031227503419761
Interleukin 10 levels	0.18048301318758575	0.1804332961296298	0.9521997056684902	0.21807557628687838	0.2031227503419761
Interleukin 12p70 levels	0.17413731148197287	0.2775665409684437	0.28538327204659963	0.5675690263857316	0.41849149846795475
Interleukin 18 levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Interstitial lung disease	0.5207597259050264	0.7693275907716464	0.28538327204659963	0.24626588770771082	0.2031227503419761
Intracranial aneurysm	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.20746581042805393	0.16570505619506418
Intracranial volume	0.11928586603997442	0.1603955296273753	0.28538327204659963	0.21807557628687838	0.2031227503419761
Intraocular pressure	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	0.03378019871638803	0.0152418731372046
Intrinsic epigenetic age acceleration	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.8384408652607005	0.2031227503419761
Invasive epithelial ovarian cancer	0.16201522243753047	0.2935694901012913	0.38360672644062344	0.19053230148191663	0.2031227503419761
Iron status biomarkers  ferritin levels	3.781772098890621	4.929294870748197	65.46421566100068	0.21807557628687838	0.2031227503419761
Iron status biomarkers  iron levels	2.1206185540714144	0.41150062562756495	6.911219127848539	0.21807557628687838	0.2031227503419761
Iron status biomarkers  transferrin levels	0.685593900988356	1.0463359547076352	3.6023752319594293	0.21807557628687838	0.2031227503419761
Iron status biomarkers  transferrin saturation	2.2495970165756702	0.38892720620609555	8.96024945211203	0.21807557628687838	0.2031227503419761
Irritable mood	0.08819692595678734	0.08523567589094987	0.28538327204659963	0.061905494176041666	0.08750454075394591
Ischemic stroke	0.16201522243753047	0.1804332961296298	0.8073959249362578	0.21807557628687838	0.2031227503419761
Ischemic stroke  cardioembolic	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Ischemic stroke  large artery atherosclerosis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Itch intensity from mosquito bite	0.29523808405211005	0.4101591577556665	0.5219070976130961	2.795873429807629	2.3592215363308857
Itch intensity from mosquito bite adjusted by bite size	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.2889179748974253	0.2031227503419761
JT interval  sulfonylurea treatment interaction	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Joint mobility  Beighton score	0.2369736762742422	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Juvenile idiopathic arthritis  oligoarticular or rheumatoid factor negative polyarticular	1.5203050165512095	1.1174673190999238	0.28538327204659963	0.18651066838569189	0.12166416089765161
Kidney stones	0.16201522243753047	0.20388645158296548	0.28538327204659963	0.21807557628687838	0.2031227503419761
Knee osteoarthritis	0.08817456542238032	0.13398091700658035	0.28538327204659963	0.21807557628687838	0.2031227503419761
LDL cholesterol	0.5030660470386467	0.1804332961296298	0.28538327204659963	0.7648533745825637	0.74620722242144
LDL cholesterol levels	0.8651220695593287	0.5223528759975536	0.28538327204659963	0.21807557628687838	0.2031227503419761
LDL cholesterol x physical activity interaction  2df test	2.012511980723874	0.6105702913745775	0.28538327204659963	0.21807557628687838	0.17336288684694462
Lateral ventricular volume in normal aging	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Length of menstrual cycle	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Life satisfaction	4.34294699063126e-07	0.038055349459860215	0.28538327204659963	0.07195635142970078	0.027895618817446788
Light vs  dark hair color	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Limited cutaneous systemic scleroderma	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lipid metabolism phenotypes	0.08907532254160254	0.04877256945246841	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lipid traits  pleiotropy   HIPO component 1	1.054546963436671	0.16174151694815786	0.28538327204659963	0.21807557628687838	0.09736561144240102
Lipoprotein  a    cholesterol levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lipoprotein  a  levels	0.16201522243753047	0.1603955296273753	0.28538327204659963	0.21807557628687838	0.34950617014706464
Lipoprotein a  levels adjusted for apolipoprotein a  isoforms	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.27146921738843377
Lipoprotein associated phospholipase A2 activity and mass	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lipoprotein phospholipase A2 activity in cardiovascular disease	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Liver enzyme levels	0.14264054489876338	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Liver enzyme levels  alkaline phosphatase	0.2159607741497301	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.16119342464733585
Liver enzyme levels  gamma glutamyl transferase	0.14264054489876338	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lobe attachment  rater scored	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lobe attachment  rater scored or self reported	4.34294699063126e-07	0.012710223367713599	0.28538327204659963	0.06569580877881695	0.04225313725809045
Local histogram emphysema pattern	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Loneliness	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Loneliness  MTAG	0.0500503256995599	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.1445484372686313
Low density lipoprotein cholesterol levels	0.8923385536026878	0.5843989687065303	0.43038505232326574	0.9966016210231311	0.6108336701943854
Low grade serous and serous borderline ovarian cancer	0.5089567695455531	0.7762538350075007	0.28538327204659963	0.24033541356491245	0.2031227503419761
Low tan response	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lumbar spine bone mineral density	0.02692589342577191	0.060448518070663974	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lumbar spine bone mineral density  trabecular	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung adenocarcinoma	1.0518129959169444	1.3880620153677248	0.28538327204659963	0.4369949058031572	0.27528047598219846
Lung cancer	2.117394275448318	1.6014477673518894	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung cancer in ever smokers	1.2991804287721267	1.4313992358093413	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung disease severity in cystic fibrosis	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung function  FEV1	0.06969876989042693	0.0595781075426853	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung function  FEV1 FVC	0.0375134353093076	0.12130694881454451	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lung function  FVC	0.013862908330662869	0.015241408722404152	0.12811523388118304	0.08173627578831653	0.09202312216954892
Lung function  forced vital capacity	0.24584415750756597	0.3551924196119424	0.28538327204659963	0.21807557628687838	0.2031227503419761
Lymphocyte counts	23.042468967763373	21.659602644733184	0.28538327204659963	4.03764727760883	5.205233661851463
Lymphocyte percentage of white cells	6.38881494105694	4.1087025085146	0.28538327204659963	3.5432402351689674	4.237458534449719
Macrophage inflammatory protein 1b levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.37682405026500704	0.39457412163544914
Macular thickness	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Magnesium levels	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.4271773841244913	0.2031227503419761
Major depressive disorder	0.008817364380756	0.028254810386974017	0.28538327204659963	0.09387735102707223	0.06054525008457184
Male pattern baldness	4.34294699063126e-07	8.68589832373386e-07	0.28538327204659963	0.05484602752371076	0.01338234163059843
Mammographic density  dense area	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Mean arterial pressure	0.07290980700238081	0.04361095370476746	0.28538327204659963	0.3087642046776344	0.2031227503419761
Mean arterial pressure x alcohol consumption  light vs heavy  interaction  2df test	0.16201522243753047	0.18412426291543318	0.5259803458319297	0.6373759640923886	0.44085218920587976
Mean arterial pressure x alcohol consumption interaction  2df test	0.0823859052628076	0.04895399206720561	0.28538327204659963	0.3087642046776344	0.2031227503419761
Mean corpuscular hemoglobin	2.7320745257757246	0.585831457248255	0.28538327204659963	1.412267027510253	2.0391315565902786
Mean corpuscular hemoglobin concentration	0.40811856605146835	0.2775665409684437	0.6083702170090596	1.3023392605429058	1.2349270186299115
Mean corpuscular volume	2.4605253510666936	0.7850587562440999	0.28538327204659963	2.1661349990894174	2.6902215637224254
Mean platelet volume	4.715800988536352	4.682113935902322	0.28538327204659963	4.625322951938334	3.393498329527271
Melanoma	0.16201522243753047	0.182501514087534	0.28538327204659963	0.5774874584933577	0.5240479147680841
Menarche  age at onset	0.014199314784231585	0.04877256945246841	0.28538327204659963	0.06515244004264874	0.04894041428926037
Menarche and menopause  age at onset	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Menopause  age at onset	0.32998470267679775	0.20887237503251252	0.28538327204659963	0.21807557628687838	0.1677519545239435
Metabolic syndrome	0.1637470158160881	0.2775665409684437	0.28538327204659963	0.8629913631063962	0.2031227503419761
Metabolic syndrome  bivariate traits	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Metabolic traits	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Metabolite levels	0.08547321871054112	0.07752689537074431	0.28538327204659963	0.05282467820024027	0.2031227503419761
Metabolite levels  lipoprotein measures	0.08255924355302695	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Metabolite levels  small molecules and protein measures	0.29523808405211005	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Metastasis in stage I III microsatellite instability low stable colorectal cancer  time to event	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Migraine	0.03138282338028473	0.02365477503397372	0.28538327204659963	0.21807557628687838	0.04225313725809045
Migraine without aura	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
Mild influenza  H1N1  infection	0.08781272961609621	0.15492091277413042	0.28538327204659963	0.21807557628687838	0.2031227503419761
Mitral valve prolapse	0.16201522243753047	0.1804332961296298	0.28538327204659963	0.21807557628687838	0.2031227503419761
